alma_id,alma_name,alma_voltage_kv,official_station,official_station_id,distance_km,name_similarity,match_status,interpretation_limit
1153.0,MUÑIZ,132,RODRIGUEZ,RD,18.078,0.286,NO_CONFIDENT_MATCH,"Control de identidad; no valida potencia, limitaciones ni estado operativo"
528.0,TALAR,132,RODRIGUEZ,RD,25.743,0.143,NO_CONFIDENT_MATCH,"Control de identidad; no valida potencia, limitaciones ni estado operativo"
41.0,BANCALARI,132,RODRIGUEZ,RD,29.255,0.222,NO_CONFIDENT_MATCH,"Control de identidad; no valida potencia, limitaciones ni estado operativo"
57.0,BOULOGNE,132,RODRIGUEZ,RD,33.979,0.353,NO_CONFIDENT_MATCH,"Control de identidad; no valida potencia, limitaciones ni estado operativo"
168.0,EDISON,132,RODRIGUEZ,RD,38.318,0.133,NO_CONFIDENT_MATCH,"Control de identidad; no valida potencia, limitaciones ni estado operativo"
352.0,NUEVO PUERTO,132,ABASTO,AB,48.473,0.222,NO_CONFIDENT_MATCH,"Control de identidad; no valida potencia, limitaciones ni estado operativo"
477.0,SAN ISIDRO,132,RODRIGUEZ,RD,38.882,0.211,NO_CONFIDENT_MATCH,"Control de identidad; no valida potencia, limitaciones ni estado operativo"
535.0,TIGRE,132,RODRIGUEZ,RD,33.999,0.429,NO_CONFIDENT_MATCH,"Control de identidad; no valida potencia, limitaciones ni estado operativo"
557.0,VICTORIA,132,RODRIGUEZ,RD,35.99,0.353,NO_CONFIDENT_MATCH,"Control de identidad; no valida potencia, limitaciones ni estado operativo"
2014.0,SAN FERNANDO,132,RODRIGUEZ,RD,31.927,0.095,NO_CONFIDENT_MATCH,"Control de identidad; no valida potencia, limitaciones ni estado operativo"
4373.0,NORDELTA,132,RODRIGUEZ,RD,30.886,0.353,NO_CONFIDENT_MATCH,"Control de identidad; no valida potencia, limitaciones ni estado operativo"
555.0,V. LOPEZ,132,RODRIGUEZ,RD,40.658,0.375,NO_CONFIDENT_MATCH,"Control de identidad; no valida potencia, limitaciones ni estado operativo"
286.0,LIBERTADOR,132,RODRIGUEZ,RD,44.186,0.211,NO_CONFIDENT_MATCH,"Control de identidad; no valida potencia, limitaciones ni estado operativo"
4856.0,ANIVERSARIO,132,RODRIGUEZ,RD,42.791,0.3,NO_CONFIDENT_MATCH,"Control de identidad; no valida potencia, limitaciones ni estado operativo"
5211.0,AGUAS,132,RODRIGUEZ,RD,45.616,0.286,NO_CONFIDENT_MATCH,"Control de identidad; no valida potencia, limitaciones ni estado operativo"
319.0,MATHEU,132,RODRIGUEZ,RD,17.56,0.133,NO_CONFIDENT_MATCH,"Control de identidad; no valida potencia, limitaciones ni estado operativo"
652.0,MASCHWITZ,132,RODRIGUEZ,RD,23.652,0.222,NO_CONFIDENT_MATCH,"Control de identidad; no valida potencia, limitaciones ni estado operativo"
54.0,BENAVIDEZ,132,RODRIGUEZ,RD,22.868,0.333,NO_CONFIDENT_MATCH,"Control de identidad; no valida potencia, limitaciones ni estado operativo"
200.0,FORD,132,RODRIGUEZ,RD,23.163,0.308,NO_CONFIDENT_MATCH,"Control de identidad; no valida potencia, limitaciones ni estado operativo"
153.0,DEL VISO,132,RODRIGUEZ,RD,15.597,0.235,NO_CONFIDENT_MATCH,"Control de identidad; no valida potencia, limitaciones ni estado operativo"
492.0,SAN MIGUEL,132,RODRIGUEZ,RD,15.328,0.421,NO_CONFIDENT_MATCH,"Control de identidad; no valida potencia, limitaciones ni estado operativo"
2053.0,TORTUGUITAS,132,RODRIGUEZ,RD,18.881,0.4,NO_CONFIDENT_MATCH,"Control de identidad; no valida potencia, limitaciones ni estado operativo"
5003.0,J.C PAZ,132,RODRIGUEZ,RD,12.796,0.125,NO_CONFIDENT_MATCH,"Control de identidad; no valida potencia, limitaciones ni estado operativo"
273.0,CATONAS,132,RODRIGUEZ,RD,18.568,0.125,NO_CONFIDENT_MATCH,"Control de identidad; no valida potencia, limitaciones ni estado operativo"
312.0,MALVINAS,132,RODRIGUEZ,RD,5.166,0.118,NO_CONFIDENT_MATCH,"Control de identidad; no valida potencia, limitaciones ni estado operativo"
400.0,PILAR,132,RODRIGUEZ,RD,12.776,0.143,NO_CONFIDENT_MATCH,"Control de identidad; no valida potencia, limitaciones ni estado operativo"
753.0,DERQUI,132,RODRIGUEZ,RD,11.234,0.267,NO_CONFIDENT_MATCH,"Control de identidad; no valida potencia, limitaciones ni estado operativo"
2673.0,MANZONE,132,RODRIGUEZ,RD,7.751,0.125,NO_CONFIDENT_MATCH,"Control de identidad; no valida potencia, limitaciones ni estado operativo"
4855.0,PARQUE,132,RODRIGUEZ,RD,14.918,0.4,NO_CONFIDENT_MATCH,"Control de identidad; no valida potencia, limitaciones ni estado operativo"
55.0,BLANCO,132,ABASTO,AB,44.916,0.5,NO_CONFIDENT_MATCH,"Control de identidad; no valida potencia, limitaciones ni estado operativo"
239.0,INDEPENDENCIA,132,EZEIZA,EZ,43.112,0.211,NO_CONFIDENT_MATCH,"Control de identidad; no valida potencia, limitaciones ni estado operativo"
356.0,ONCE,132,EZEIZA,EZ,45.118,0.2,NO_CONFIDENT_MATCH,"Control de identidad; no valida potencia, limitaciones ni estado operativo"
387.0,PELLEGRINI,132,ABASTO,AB,44.714,0.0,NO_CONFIDENT_MATCH,"Control de identidad; no valida potencia, limitaciones ni estado operativo"
410.0,POZOS,132,ABASTO,AB,44.517,0.182,NO_CONFIDENT_MATCH,"Control de identidad; no valida potencia, limitaciones ni estado operativo"
433.0,RECONQUISTA,132,ABASTO,AB,45.247,0.235,NO_CONFIDENT_MATCH,"Control de identidad; no valida potencia, limitaciones ni estado operativo"
449.0,RIVADAVIA,132,ABASTO,AB,44.461,0.267,NO_CONFIDENT_MATCH,"Control de identidad; no valida potencia, limitaciones ni estado operativo"
2173.0,CHARCAS,132,ABASTO,AB,45.392,0.462,NO_CONFIDENT_MATCH,"Control de identidad; no valida potencia, limitaciones ni estado operativo"
389.0,PERITO MORENO,132,EZEIZA,EZ,36.96,0.211,NO_CONFIDENT_MATCH,"Control de identidad; no valida potencia, limitaciones ni estado operativo"
33.0,AUTODROMO,132,EZEIZA,EZ,34.621,0.133,NO_CONFIDENT_MATCH,"Control de identidad; no valida potencia, limitaciones ni estado operativo"
73.0,CABALLITO,132,EZEIZA,EZ,41.745,0.133,NO_CONFIDENT_MATCH,"Control de identidad; no valida potencia, limitaciones ni estado operativo"
135.0,CONSTITUCIÓN,132,ABASTO,AB,42.724,0.333,NO_CONFIDENT_MATCH,"Control de identidad; no valida potencia, limitaciones ni estado operativo"
144.0,COSTANERA,220,ABASTO,AB,41.317,0.267,NO_CONFIDENT_MATCH,"Control de identidad; no valida potencia, limitaciones ni estado operativo"
295.0,LINIERS,132,EZEIZA,EZ,34.908,0.154,NO_CONFIDENT_MATCH,"Control de identidad; no valida potencia, limitaciones ni estado operativo"
351.0,POMPEYA,132,EZEIZA,EZ,39.749,0.308,NO_CONFIDENT_MATCH,"Control de identidad; no valida potencia, limitaciones ni estado operativo"
379.0,PATRICIOS,132,EZEIZA,EZ,42.515,0.133,NO_CONFIDENT_MATCH,"Control de identidad; no valida potencia, limitaciones ni estado operativo"
16.0,ALBERDI,133,EZEIZA,EZ,39.121,0.154,NO_CONFIDENT_MATCH,"Control de identidad; no valida potencia, limitaciones ni estado operativo"
2153.0,LURO,132,EZEIZA,EZ,38.081,0.0,NO_CONFIDENT_MATCH,"Control de identidad; no valida potencia, limitaciones ni estado operativo"
1.0,9 DE JULIO,132,ABASTO,AB,38.352,0.125,NO_CONFIDENT_MATCH,"Control de identidad; no valida potencia, limitaciones ni estado operativo"
4633.0,PIÑEYRO,132,ABASTO,AB,39.452,0.154,NO_CONFIDENT_MATCH,"Control de identidad; no valida potencia, limitaciones ni estado operativo"
552.0,V. ALSINA,132,EZEIZA,EZ,36.837,0.143,NO_CONFIDENT_MATCH,"Control de identidad; no valida potencia, limitaciones ni estado operativo"
142.0,CORINA,132,ABASTO,AB,34.927,0.167,NO_CONFIDENT_MATCH,"Control de identidad; no valida potencia, limitaciones ni estado operativo"
182.0,ESCALADA,132,ABASTO,AB,34.234,0.143,NO_CONFIDENT_MATCH,"Control de identidad; no valida potencia, limitaciones ni estado operativo"
206.0,GERLI,132,ABASTO,AB,37.702,0.0,NO_CONFIDENT_MATCH,"Control de identidad; no valida potencia, limitaciones ni estado operativo"
45.0,BARRACAS,132,ABASTO,AB,40.147,0.429,NO_CONFIDENT_MATCH,"Control de identidad; no valida potencia, limitaciones ni estado operativo"
360.0,P. GALDOS,132,ABASTO,AB,41.695,0.286,NO_CONFIDENT_MATCH,"Control de identidad; no valida potencia, limitaciones ni estado operativo"
231.0,HERNANDARIAS,132,ABASTO,AB,41.374,0.333,NO_CONFIDENT_MATCH,"Control de identidad; no valida potencia, limitaciones ni estado operativo"
358.0,P. CENTENARIO,132,EZEIZA,EZ,43.426,0.333,NO_CONFIDENT_MATCH,"Control de identidad; no valida potencia, limitaciones ni estado operativo"
561.0,V. CRESPO,132,EZEIZA,EZ,43.278,0.143,NO_CONFIDENT_MATCH,"Control de identidad; no valida potencia, limitaciones ni estado operativo"
56.0,BOSQUES,132,ABASTO,AB,15.298,0.308,NO_CONFIDENT_MATCH,"Control de identidad; no valida potencia, limitaciones ni estado operativo"
425.0,QUILMES,132,ABASTO,AB,27.66,0.154,NO_CONFIDENT_MATCH,"Control de identidad; no valida potencia, limitaciones ni estado operativo"
75.0,CALCHAQUÍ,132,ABASTO,AB,25.201,0.267,NO_CONFIDENT_MATCH,"Control de identidad; no valida potencia, limitaciones ni estado operativo"
189.0,EZPELETA,132,ABASTO,AB,22.13,0.143,NO_CONFIDENT_MATCH,"Control de identidad; no valida potencia, limitaciones ni estado operativo"
2475.0,ZUCAMOR,132,ABASTO,AB,19.201,0.308,NO_CONFIDENT_MATCH,"Control de identidad; no valida potencia, limitaciones ni estado operativo"
,AYSA BERNAL,132,,,,,MISSING_COORDINATES,No se infiere saturación ni capacidad desde la planilla
522.0,SOBRAL,132,ABASTO,AB,25.601,0.333,NO_CONFIDENT_MATCH,"Control de identidad; no valida potencia, limitaciones ni estado operativo"
442.0,RIGOLLEAU,132,ABASTO,AB,22.405,0.133,NO_CONFIDENT_MATCH,"Control de identidad; no valida potencia, limitaciones ni estado operativo"
228.0,GUTIERREZ,132,ABASTO,AB,14.559,0.133,NO_CONFIDENT_MATCH,"Control de identidad; no valida potencia, limitaciones ni estado operativo"
510.0,SARANDI,132,ABASTO,AB,34.209,0.154,NO_CONFIDENT_MATCH,"Control de identidad; no valida potencia, limitaciones ni estado operativo"
162.0,DON BOSCO,132,ABASTO,AB,32.581,0.133,NO_CONFIDENT_MATCH,"Control de identidad; no valida potencia, limitaciones ni estado operativo"
306.0,MACIEL,132,ABASTO,AB,38.542,0.167,NO_CONFIDENT_MATCH,"Control de identidad; no valida potencia, limitaciones ni estado operativo"
517.0,SHELL,132,ABASTO,AB,38.556,0.182,NO_CONFIDENT_MATCH,"Control de identidad; no valida potencia, limitaciones ni estado operativo"
198.0,VARELA,132,ABASTO,AB,19.408,0.333,NO_CONFIDENT_MATCH,"Control de identidad; no valida potencia, limitaciones ni estado operativo"
333.0,CHINGOLO,132,ABASTO,AB,29.007,0.143,NO_CONFIDENT_MATCH,"Control de identidad; no valida potencia, limitaciones ni estado operativo"
5217.0,P. NOVAK,132,ABASTO,AB,20.05,0.154,NO_CONFIDENT_MATCH,"Control de identidad; no valida potencia, limitaciones ni estado operativo"
6.0,ABASTO,500,ABASTO,AB,0.046,1.0,MATCHED_SPATIAL_AND_NAME,"Control de identidad; no valida potencia, limitaciones ni estado operativo"
4990.0,HUDSON,220,ABASTO,AB,22.272,0.333,NO_CONFIDENT_MATCH,"Control de identidad; no valida potencia, limitaciones ni estado operativo"
19.0,BROWN,132,ABASTO,AB,26.142,0.364,NO_CONFIDENT_MATCH,"Control de identidad; no valida potencia, limitaciones ni estado operativo"
61.0,BURZACO,132,ABASTO,AB,24.814,0.462,NO_CONFIDENT_MATCH,"Control de identidad; no valida potencia, limitaciones ni estado operativo"
79.0,CALZADA,132,ABASTO,AB,24.076,0.308,NO_CONFIDENT_MATCH,"Control de identidad; no valida potencia, limitaciones ni estado operativo"
194.0,ROCA,132,ABASTO,AB,29.253,0.2,NO_CONFIDENT_MATCH,"Control de identidad; no valida potencia, limitaciones ni estado operativo"
533.0,TEMPERLEY,132,ABASTO,AB,31.013,0.133,NO_CONFIDENT_MATCH,"Control de identidad; no valida potencia, limitaciones ni estado operativo"
4333.0,HÉROES DE MALVINAS,132,ABASTO,AB,33.131,0.25,NO_CONFIDENT_MATCH,"Control de identidad; no valida potencia, limitaciones ni estado operativo"
4673.0,ANGELETTI,132,ABASTO,AB,25.846,0.267,NO_CONFIDENT_MATCH,"Control de identidad; no valida potencia, limitaciones ni estado operativo"
4674.0,GLEW,132,ABASTO,AB,22.891,0.0,NO_CONFIDENT_MATCH,"Control de identidad; no valida potencia, limitaciones ni estado operativo"
2553.0,ZAPPALORTO,132,EZEIZA,EZ,20.986,0.25,NO_CONFIDENT_MATCH,"Control de identidad; no valida potencia, limitaciones ni estado operativo"
5216.0,LIBERTAD,132,EZEIZA,EZ,24.534,0.286,NO_CONFIDENT_MATCH,"Control de identidad; no valida potencia, limitaciones ni estado operativo"
325.0,MERLO,132,RODRIGUEZ,RD,23.087,0.143,NO_CONFIDENT_MATCH,"Control de identidad; no valida potencia, limitaciones ni estado operativo"
264.0,LA REJA,132,RODRIGUEZ,RD,15.418,0.25,NO_CONFIDENT_MATCH,"Control de identidad; no valida potencia, limitaciones ni estado operativo"
245.0,ITUZAINGO,132,EZEIZA,EZ,26.242,0.4,NO_CONFIDENT_MATCH,"Control de identidad; no valida potencia, limitaciones ni estado operativo"
4849.0,PASO DEL REY,132,RODRIGUEZ,RD,19.959,0.286,NO_CONFIDENT_MATCH,"Control de identidad; no valida potencia, limitaciones ni estado operativo"
5209.0,GAONA,132,RODRIGUEZ,RD,8.588,0.143,NO_CONFIDENT_MATCH,"Control de identidad; no valida potencia, limitaciones ni estado operativo"
1913.0,PANTANOSA,132,EZEIZA,EZ,18.889,0.133,NO_CONFIDENT_MATCH,"Control de identidad; no valida potencia, limitaciones ni estado operativo"
1933.0,M. PAZ,132,EZEIZA,EZ,17.117,0.182,NO_CONFIDENT_MATCH,"Control de identidad; no valida potencia, limitaciones ni estado operativo"
1934.0,PONTEVEDRA,132,EZEIZA,EZ,20.73,0.375,NO_CONFIDENT_MATCH,"Control de identidad; no valida potencia, limitaciones ni estado operativo"
236.0,CASANOVA,132,EZEIZA,EZ,26.943,0.143,NO_CONFIDENT_MATCH,"Control de identidad; no valida potencia, limitaciones ni estado operativo"
530.0,TAPIALES,132,EZEIZA,EZ,31.033,0.143,NO_CONFIDENT_MATCH,"Control de identidad; no valida potencia, limitaciones ni estado operativo"
4.0,A. DE LAFERRERE,132,EZEIZA,EZ,19.101,0.1,NO_CONFIDENT_MATCH,"Control de identidad; no valida potencia, limitaciones ni estado operativo"
207.0,G. CATÁN,132,EZEIZA,EZ,16.65,0.154,NO_CONFIDENT_MATCH,"Control de identidad; no valida potencia, limitaciones ni estado operativo"
322.0,M. BENZ,132,EZEIZA,EZ,5.391,0.333,NO_CONFIDENT_MATCH,"Control de identidad; no valida potencia, limitaciones ni estado operativo"
3833.0,EL PINO,132,EZEIZA,EZ,5.389,0.308,NO_CONFIDENT_MATCH,"Control de identidad; no valida potencia, limitaciones ni estado operativo"
259.0,MATANZA,132,EZEIZA,EZ,30.062,0.308,NO_CONFIDENT_MATCH,"Control de identidad; no valida potencia, limitaciones ni estado operativo"
505.0,SANTA ROSA,132,EZEIZA,EZ,30.343,0.125,NO_CONFIDENT_MATCH,"Control de identidad; no valida potencia, limitaciones ni estado operativo"
485.0,SAN JUSTO,132,EZEIZA,EZ,31.261,0.133,NO_CONFIDENT_MATCH,"Control de identidad; no valida potencia, limitaciones ni estado operativo"
4353.0,LUZURIAGA,132,EZEIZA,EZ,29.271,0.4,NO_CONFIDENT_MATCH,"Control de identidad; no valida potencia, limitaciones ni estado operativo"
5212.0,AEROCLUB,132,EZEIZA,EZ,23.577,0.143,NO_CONFIDENT_MATCH,"Control de identidad; no valida potencia, limitaciones ni estado operativo"
3534.0,TRANSRADIO,132,EZEIZA,EZ,29.818,0.125,NO_CONFIDENT_MATCH,"Control de identidad; no valida potencia, limitaciones ni estado operativo"
167.0,ECHEVERRÍA,132,EZEIZA,EZ,21.522,0.5,NO_CONFIDENT_MATCH,"Control de identidad; no valida potencia, limitaciones ni estado operativo"
462.0,SANTA CATALINA,132,EZEIZA,EZ,31.28,0.1,NO_CONFIDENT_MATCH,"Control de identidad; no valida potencia, limitaciones ni estado operativo"
260.0,LA PLATA,132,ABASTO,AB,14.092,0.429,NO_CONFIDENT_MATCH,"Control de identidad; no valida potencia, limitaciones ni estado operativo"
381.0,PAZ,132,ABASTO,AB,19.032,0.222,NO_CONFIDENT_MATCH,"Control de identidad; no valida potencia, limitaciones ni estado operativo"
451.0,ROCHA,132,ABASTO,AB,20.506,0.182,NO_CONFIDENT_MATCH,"Control de identidad; no valida potencia, limitaciones ni estado operativo"
538.0,TOLOSA,132,ABASTO,AB,18.798,0.333,NO_CONFIDENT_MATCH,"Control de identidad; no valida potencia, limitaciones ni estado operativo"
157.0,DIQUE,132,ABASTO,AB,22.887,0.0,NO_CONFIDENT_MATCH,"Control de identidad; no valida potencia, limitaciones ni estado operativo"
2953.0,SUR,133,,,,,MISSING_COORDINATES,No se infiere saturación ni capacidad desde la planilla
5137.0,ESTE,132,ABASTO,AB,25.957,0.4,NO_CONFIDENT_MATCH,"Control de identidad; no valida potencia, limitaciones ni estado operativo"
254.0,KAISER,132,ABASTO,AB,5.607,0.333,NO_CONFIDENT_MATCH,"Control de identidad; no valida potencia, limitaciones ni estado operativo"
3113.0,MAFISSA,132,ABASTO,AB,12.005,0.308,NO_CONFIDENT_MATCH,"Control de identidad; no valida potencia, limitaciones ni estado operativo"
123.0,CITY BELL,132,ABASTO,AB,13.627,0.133,NO_CONFIDENT_MATCH,"Control de identidad; no valida potencia, limitaciones ni estado operativo"
554.0,VERONICA,132,CHASCOMÚS,CU,58.48,0.118,NO_CONFIDENT_MATCH,"Control de identidad; no valida potencia, limitaciones ni estado operativo"
141.0,CORDOBA SUROESTE,132,MALVINAS ARGENTINAS,MA,33.799,0.171,NO_CONFIDENT_MATCH,"Control de identidad; no valida potencia, limitaciones ni estado operativo"
427.0,R. DEL BUSTO,132,MALVINAS ARGENTINAS,MA,29.027,0.2,NO_CONFIDENT_MATCH,"Control de identidad; no valida potencia, limitaciones ni estado operativo"
2333.0,GUINAZU,132,MALVINAS ARGENTINAS,MA,24.02,0.231,NO_CONFIDENT_MATCH,"Control de identidad; no valida potencia, limitaciones ni estado operativo"
47.0,BARRIO JARDIN,132,MALVINAS ARGENTINAS,MA,27.774,0.25,NO_CONFIDENT_MATCH,"Control de identidad; no valida potencia, limitaciones ni estado operativo"
136.0,CORDOBA CENTRO,132,MALVINAS ARGENTINAS,MA,26.247,0.242,NO_CONFIDENT_MATCH,"Control de identidad; no valida potencia, limitaciones ni estado operativo"
137.0,CORDOBA ESTE,132,MALVINAS ARGENTINAS,MA,23.328,0.194,NO_CONFIDENT_MATCH,"Control de identidad; no valida potencia, limitaciones ni estado operativo"
138.0,CORDOBA NORTE,132,MALVINAS ARGENTINAS,MA,24.315,0.125,NO_CONFIDENT_MATCH,"Control de identidad; no valida potencia, limitaciones ni estado operativo"
139.0,CORDOBA OESTE,132,MALVINAS ARGENTINAS,MA,28.535,0.188,NO_CONFIDENT_MATCH,"Control de identidad; no valida potencia, limitaciones ni estado operativo"
140.0,CORDOBA SUR,132,MALVINAS ARGENTINAS,MA,26.841,0.2,NO_CONFIDENT_MATCH,"Control de identidad; no valida potencia, limitaciones ni estado operativo"
163.0,DON BOSCO CDBA,132,MALVINAS ARGENTINAS,MA,33.009,0.182,NO_CONFIDENT_MATCH,"Control de identidad; no valida potencia, limitaciones ni estado operativo"
305.0,M. DEL ABASTO,132,MALVINAS ARGENTINAS,MA,18.683,0.387,NO_CONFIDENT_MATCH,"Control de identidad; no valida potencia, limitaciones ni estado operativo"
350.0,NUEVA CORDOBA,132,MALVINAS ARGENTINAS,MA,28.235,0.188,NO_CONFIDENT_MATCH,"Control de identidad; no valida potencia, limitaciones ni estado operativo"
4917.0,MENDIOLAZA,132,MALVINAS ARGENTINAS,MA,35.08,0.345,NO_CONFIDENT_MATCH,"Control de identidad; no valida potencia, limitaciones ni estado operativo"
4953.0,LA TABLADA CDBA,132,MALVINAS ARGENTINAS,MA,26.973,0.294,NO_CONFIDENT_MATCH,"Control de identidad; no valida potencia, limitaciones ni estado operativo"
5192.0,MONTE CRISTO,132,MALVINAS ARGENTINAS,MA,6.199,0.323,NO_CONFIDENT_MATCH,"Control de identidad; no valida potencia, limitaciones ni estado operativo"
5203.0,INTERFABRICA CBA,132,MALVINAS ARGENTINAS,MA,24.615,0.229,NO_CONFIDENT_MATCH,"Control de identidad; no valida potencia, limitaciones ni estado operativo"
5427.0,CALASANZ,132,MALVINAS ARGENTINAS,MA,28.485,0.444,NO_CONFIDENT_MATCH,"Control de identidad; no valida potencia, limitaciones ni estado operativo"
91.0,CARLOS PAZ,132,MALVINAS ARGENTINAS,MA,54.67,0.207,NO_CONFIDENT_MATCH,"Control de identidad; no valida potencia, limitaciones ni estado operativo"
190.0,F. CAÑETE,132,MALVINAS ARGENTINAS,MA,56.085,0.296,NO_CONFIDENT_MATCH,"Control de identidad; no valida potencia, limitaciones ni estado operativo"
258.0,LA FALDA,132,MALVINAS ARGENTINAS,MA,59.884,0.222,NO_CONFIDENT_MATCH,"Control de identidad; no valida potencia, limitaciones ni estado operativo"
308.0,MALAGUEÑO,132,MALVINAS ARGENTINAS,MA,44.361,0.5,NO_CONFIDENT_MATCH,"Control de identidad; no valida potencia, limitaciones ni estado operativo"
572.0,YOCSINA,132,MALVINAS ARGENTINAS,MA,44.763,0.231,NO_CONFIDENT_MATCH,"Control de identidad; no valida potencia, limitaciones ni estado operativo"
1294.0,BIALET MASSE,132,MALVINAS ARGENTINAS,MA,54.376,0.323,NO_CONFIDENT_MATCH,"Control de identidad; no valida potencia, limitaciones ni estado operativo"
5141.0,S. A. ARREDONDO,132,MALVINAS ARGENTINAS,MA,58.589,0.25,NO_CONFIDENT_MATCH,"Control de identidad; no valida potencia, limitaciones ni estado operativo"
475.0,SAN FRANCISCO,132,SANTO TOME,ST,120.861,0.435,NO_CONFIDENT_MATCH,"Control de identidad; no valida potencia, limitaciones ni estado operativo"
565.0,VILLA MARIA,132,ARROYO CABRAL,AC,22.86,0.25,NO_CONFIDENT_MATCH,"Control de identidad; no valida potencia, limitaciones ni estado operativo"
5264.0,AFISA,132,SANTO TOME,ST,138.268,0.267,NO_CONFIDENT_MATCH,"Control de identidad; no valida potencia, limitaciones ni estado operativo"
5294.0,MORTEROS,132,SANTO TOME,ST,149.836,0.222,NO_CONFIDENT_MATCH,"Control de identidad; no valida potencia, limitaciones ni estado operativo"
244.0,ISLA VERDE,132,ARROYO CABRAL,AC,126.802,0.087,NO_CONFIDENT_MATCH,"Control de identidad; no valida potencia, limitaciones ni estado operativo"
269.0,LA VIÑA,132,RÍO GRANDE,RG,54.142,0.235,NO_CONFIDENT_MATCH,"Control de identidad; no valida potencia, limitaciones ni estado operativo"
562.0,DOLORES,132,RÍO GRANDE,RG,57.008,0.235,NO_CONFIDENT_MATCH,"Control de identidad; no valida potencia, limitaciones ni estado operativo"
