country,year,electricity_generation,renewables_electricity,renewables_share_elec,low_carbon_share_elec,wind_share_elec,solar_share_elec,hydro_share_elec,upstream_commit,retrieved,hydro_electricity_twh,wind_electricity_twh,solar_electricity_twh,other_renewables_electricity_twh,nuclear_electricity_twh,fossil_electricity_twh,fossil_share_elec,demand_or_offer_twh,net_imports_twh,demand_offer_and_exchange_status,derived_components_note,series_role,country_es,rounding_residual_twh,rounding_residual_definition,structural_zero_rule
Brazil,2024,745.720000000000,651.260000000000,87.333000000000,89.449000000000,14.548000000000,9.564000000000,55.411000000000,7e387a16f70a510e433f8aac7efeac6faa1e5059,2026-08-10,413.210909200000,108.487345600000,71.320660800000,58.241084400000,15.779082800000,78.680917200000,10.551000000000,,,no armonizados en el extracto común; sólo endpoints oficiales cuando están disponibles,TWh por fuente derivados de generación total × participación; otras renovables y nuclear son cierres algebraicos de la frontera OWID/Ember,harmonized secondary trajectory; not official national frontier,Brasil,0.000000000000,signed algebraic closure from rounded published shares; not a physical source,COUNTRY_PHYSICAL_SERIES_RETAINED
Brazil,2025,750.530000000000,649.970000000000,86.601000000000,88.716000000000,15.666000000000,11.810000000000,51.781000000000,7e387a16f70a510e433f8aac7efeac6faa1e5059,2026-08-10,388.631939300000,117.578029800000,88.637593000000,55.122437900000,15.870194800000,84.689805200000,11.284000000000,,,no armonizados en el extracto común; sólo endpoints oficiales cuando están disponibles,TWh por fuente derivados de generación total × participación; otras renovables y nuclear son cierres algebraicos de la frontera OWID/Ember,harmonized secondary trajectory; not official national frontier,Brasil,-0.000000000000,signed algebraic closure from rounded published shares; not a physical source,COUNTRY_PHYSICAL_SERIES_RETAINED
Chile,2018,81.760000000000,37.500000000000,45.866000000000,45.866000000000,4.379000000000,6.262000000000,28.009000000000,7e387a16f70a510e433f8aac7efeac6faa1e5059,2026-08-10,22.900158400000,3.580270400000,5.119811200000,5.899760000000,0.000000000000,44.259958400000,54.134000000000,,,no armonizados en el extracto común; sólo endpoints oficiales cuando están disponibles,TWh por fuente derivados de generación total × participación; otras renovables y nuclear son cierres algebraicos de la frontera OWID/Ember,harmonized secondary trajectory; not official national frontier,Chile,0.000041600000,signed algebraic closure from rounded published shares; not a physical source,NUCLEAR_EXACT_ZERO_NON_NUCLEAR_COUNTRY
Chile,2019,83.980000000000,38.810000000000,46.213000000000,46.213000000000,5.823000000000,7.502000000000,26.232000000000,7e387a16f70a510e433f8aac7efeac6faa1e5059,2026-08-10,22.029633600000,4.890155400000,6.300179600000,5.590031400000,0.000000000000,45.170322600000,53.787000000000,,,no armonizados en el extracto común; sólo endpoints oficiales cuando están disponibles,TWh por fuente derivados de generación total × participación; otras renovables y nuclear son cierres algebraicos de la frontera OWID/Ember,harmonized secondary trajectory; not official national frontier,Chile,-0.000322600000,signed algebraic closure from rounded published shares; not a physical source,NUCLEAR_EXACT_ZERO_NON_NUCLEAR_COUNTRY
Chile,2020,83.580000000000,40.490000000000,48.445000000000,48.445000000000,6.640000000000,9.009000000000,26.238000000000,7e387a16f70a510e433f8aac7efeac6faa1e5059,2026-08-10,21.929720400000,5.549712000000,7.529722200000,5.480845400000,0.000000000000,43.089669000000,51.555000000000,,,no armonizados en el extracto común; sólo endpoints oficiales cuando están disponibles,TWh por fuente derivados de generación total × participación; otras renovables y nuclear son cierres algebraicos de la frontera OWID/Ember,harmonized secondary trajectory; not official national frontier,Chile,0.000331000000,signed algebraic closure from rounded published shares; not a physical source,NUCLEAR_EXACT_ZERO_NON_NUCLEAR_COUNTRY
Chile,2021,88.100000000000,43.070000000000,48.888000000000,48.888000000000,8.649000000000,11.986000000000,21.521000000000,7e387a16f70a510e433f8aac7efeac6faa1e5059,2026-08-10,18.960001000000,7.619769000000,10.559666000000,5.930564000000,0.000000000000,45.029672000000,51.112000000000,,,no armonizados en el extracto común; sólo endpoints oficiales cuando están disponibles,TWh por fuente derivados de generación total × participación; otras renovables y nuclear son cierres algebraicos de la frontera OWID/Ember,harmonized secondary trajectory; not official national frontier,Chile,0.000328000000,signed algebraic closure from rounded published shares; not a physical source,NUCLEAR_EXACT_ZERO_NON_NUCLEAR_COUNTRY
Chile,2022,91.040000000000,50.370000000000,55.327000000000,55.327000000000,9.754000000000,17.256000000000,22.715000000000,7e387a16f70a510e433f8aac7efeac6faa1e5059,2026-08-10,20.679736000000,8.880041600000,15.709862400000,5.100360000000,0.000000000000,40.670299200000,44.673000000000,,,no armonizados en el extracto común; sólo endpoints oficiales cuando están disponibles,TWh por fuente derivados de generación total × participación; otras renovables y nuclear son cierres algebraicos de la frontera OWID/Ember,harmonized secondary trajectory; not official national frontier,Chile,-0.000299200000,signed algebraic closure from rounded published shares; not a physical source,NUCLEAR_EXACT_ZERO_NON_NUCLEAR_COUNTRY
Chile,2023,89.230000000000,56.340000000000,63.140000000000,63.140000000000,10.602000000000,20.105000000000,26.112000000000,7e387a16f70a510e433f8aac7efeac6faa1e5059,2026-08-10,23.299737600000,9.460164600000,17.939691500000,5.640406300000,0.000000000000,32.890178000000,36.860000000000,,,no armonizados en el extracto común; sólo endpoints oficiales cuando están disponibles,TWh por fuente derivados de generación total × participación; otras renovables y nuclear son cierres algebraicos de la frontera OWID/Ember,harmonized secondary trajectory; not official national frontier,Chile,-0.000178000000,signed algebraic closure from rounded published shares; not a physical source,NUCLEAR_EXACT_ZERO_NON_NUCLEAR_COUNTRY
Chile,2024,88.620000000000,62.070000000000,70.041000000000,70.041000000000,11.769000000000,22.783000000000,29.339000000000,7e387a16f70a510e433f8aac7efeac6faa1e5059,2026-08-10,26.000221800000,10.429687800000,20.190294600000,5.449795800000,0.000000000000,26.549665800000,29.959000000000,,,no armonizados en el extracto común; sólo endpoints oficiales cuando están disponibles,TWh por fuente derivados de generación total × participación; otras renovables y nuclear son cierres algebraicos de la frontera OWID/Ember,harmonized secondary trajectory; not official national frontier,Chile,0.000334200000,signed algebraic closure from rounded published shares; not a physical source,NUCLEAR_EXACT_ZERO_NON_NUCLEAR_COUNTRY
Chile,2025,88.500000000000,58.740000000000,66.373000000000,66.373000000000,13.085000000000,25.062000000000,22.237000000000,7e387a16f70a510e433f8aac7efeac6faa1e5059,2026-08-10,19.679745000000,11.580225000000,22.179870000000,5.300160000000,0.000000000000,29.759895000000,33.627000000000,,,no armonizados en el extracto común; sólo endpoints oficiales cuando están disponibles,TWh por fuente derivados de generación total × participación; otras renovables y nuclear son cierres algebraicos de la frontera OWID/Ember,harmonized secondary trajectory; not official national frontier,Chile,0.000105000000,signed algebraic closure from rounded published shares; not a physical source,NUCLEAR_EXACT_ZERO_NON_NUCLEAR_COUNTRY
Uruguay,2018,14.610000000000,14.250000000000,97.536000000000,97.536000000000,32.375000000000,2.806000000000,44.901000000000,7e387a16f70a510e433f8aac7efeac6faa1e5059,2026-08-10,6.560036100000,4.729987500000,0.409956600000,2.550019800000,0.000000000000,0.359990400000,2.464000000000,,,no armonizados en el extracto común; sólo endpoints oficiales cuando están disponibles,TWh por fuente derivados de generación total × participación; otras renovables y nuclear son cierres algebraicos de la frontera OWID/Ember,harmonized secondary trajectory; not official national frontier,Uruguay,0.000009600000,signed algebraic closure from rounded published shares; not a physical source,NUCLEAR_EXACT_ZERO_NON_NUCLEAR_COUNTRY
Uruguay,2019,16.070000000000,15.790000000000,98.258000000000,98.258000000000,29.558000000000,2.614000000000,50.467000000000,7e387a16f70a510e433f8aac7efeac6faa1e5059,2026-08-10,8.110046900000,4.749970600000,0.420069800000,2.509912700000,0.000000000000,0.279939400000,1.742000000000,,,no armonizados en el extracto común; sólo endpoints oficiales cuando están disponibles,TWh por fuente derivados de generación total × participación; otras renovables y nuclear son cierres algebraicos de la frontera OWID/Ember,harmonized secondary trajectory; not official national frontier,Uruguay,0.000060600000,signed algebraic closure from rounded published shares; not a physical source,NUCLEAR_EXACT_ZERO_NON_NUCLEAR_COUNTRY
Uruguay,2020,13.570000000000,12.760000000000,94.031000000000,94.031000000000,40.383000000000,3.390000000000,30.140000000000,7e387a16f70a510e433f8aac7efeac6faa1e5059,2026-08-10,4.089998000000,5.479973100000,0.460023000000,2.730005900000,0.000000000000,0.809993300000,5.969000000000,,,no armonizados en el extracto común; sólo endpoints oficiales cuando están disponibles,TWh por fuente derivados de generación total × participación; otras renovables y nuclear son cierres algebraicos de la frontera OWID/Ember,harmonized secondary trajectory; not official national frontier,Uruguay,0.000006700000,signed algebraic closure from rounded published shares; not a physical source,NUCLEAR_EXACT_ZERO_NON_NUCLEAR_COUNTRY
Uruguay,2021,15.990000000000,13.530000000000,84.615000000000,84.615000000000,31.207000000000,3.002000000000,32.958000000000,7e387a16f70a510e433f8aac7efeac6faa1e5059,2026-08-10,5.269984200000,4.989999300000,0.480019800000,2.789996700000,0.000000000000,2.460061500000,15.385000000000,,,no armonizados en el extracto común; sólo endpoints oficiales cuando están disponibles,TWh por fuente derivados de generación total × participación; otras renovables y nuclear son cierres algebraicos de la frontera OWID/Ember,harmonized secondary trajectory; not official national frontier,Uruguay,-0.000061500000,signed algebraic closure from rounded published shares; not a physical source,NUCLEAR_EXACT_ZERO_NON_NUCLEAR_COUNTRY
Uruguay,2022,14.860000000000,13.490000000000,90.781000000000,90.781000000000,32.167000000000,3.365000000000,38.291000000000,7e387a16f70a510e433f8aac7efeac6faa1e5059,2026-08-10,5.690042600000,4.780016200000,0.500039000000,2.519902200000,0.000000000000,1.369943400000,9.219000000000,,,no armonizados en el extracto común; sólo endpoints oficiales cuando están disponibles,TWh por fuente derivados de generación total × participación; otras renovables y nuclear son cierres algebraicos de la frontera OWID/Ember,harmonized secondary trajectory; not official national frontier,Uruguay,0.000056600000,signed algebraic closure from rounded published shares; not a physical source,NUCLEAR_EXACT_ZERO_NON_NUCLEAR_COUNTRY
Uruguay,2023,12.820000000000,11.850000000000,92.434000000000,92.434000000000,37.129000000000,3.822000000000,27.457000000000,7e387a16f70a510e433f8aac7efeac6faa1e5059,2026-08-10,3.519987400000,4.759937800000,0.489980400000,3.080094400000,0.000000000000,0.969961200000,7.566000000000,,,no armonizados en el extracto común; sólo endpoints oficiales cuando están disponibles,TWh por fuente derivados de generación total × participación; otras renovables y nuclear son cierres algebraicos de la frontera OWID/Ember,harmonized secondary trajectory; not official national frontier,Uruguay,0.000038800000,signed algebraic closure from rounded published shares; not a physical source,NUCLEAR_EXACT_ZERO_NON_NUCLEAR_COUNTRY
Uruguay,2024,13.370000000000,13.220000000000,98.878000000000,98.878000000000,38.594000000000,4.188000000000,33.657000000000,7e387a16f70a510e433f8aac7efeac6faa1e5059,2026-08-10,4.499940900000,5.160017800000,0.559935600000,3.000105700000,0.000000000000,0.150011400000,1.122000000000,,,no armonizados en el extracto común; sólo endpoints oficiales cuando están disponibles,TWh por fuente derivados de generación total × participación; otras renovables y nuclear son cierres algebraicos de la frontera OWID/Ember,harmonized secondary trajectory; not official national frontier,Uruguay,-0.000011400000,signed algebraic closure from rounded published shares; not a physical source,NUCLEAR_EXACT_ZERO_NON_NUCLEAR_COUNTRY
Uruguay,2025,11.940000000000,11.680000000000,97.822000000000,97.822000000000,40.620000000000,5.109000000000,27.219000000000,7e387a16f70a510e433f8aac7efeac6faa1e5059,2026-08-10,3.249948600000,4.850028000000,0.610014600000,2.970008800000,0.000000000000,0.260053200000,2.178000000000,,,no armonizados en el extracto común; sólo endpoints oficiales cuando están disponibles,TWh por fuente derivados de generación total × participación; otras renovables y nuclear son cierres algebraicos de la frontera OWID/Ember,harmonized secondary trajectory; not official national frontier,Uruguay,-0.000053200000,signed algebraic closure from rounded published shares; not a physical source,NUCLEAR_EXACT_ZERO_NON_NUCLEAR_COUNTRY
